ID,Block,Chapter / Subtopic,Question Type,Question Text,Data / Paragraph,Option A,Option B,Option C,Option D,Option E,Correct Answer,Difficulty Level
Q087,Arithmetic,Profit and Loss,Case Study,Which of the three taxis generated the maximum revenue?,"The charges of a taxi journey are decided on the basis of the distance covered and the amount of the waiting time during a journey. Distance wise, for the first 2 kilometres (or any part thereof) of a journey, the metre reading is fixed at ` 10 (if there is no waiting). Also, if a taxi is boarded and it does not move, then the metre reading is again fixed at ` 10 for the first ten minutes of waiting. For every additional kilometre the metre reading changes by ` 5 (with changes in the metre reading being in multiples of ` 1 for every 200 metres travelled). For every additional minute of waiting, the metre reading changes by ` 1. (no account is taken of a fraction of a minute waited for or of a distance less than 200 metres travelled). The net metre reading is a function of the amount of time waited for and the distance travelled. The cost of running a taxi depends on the fuel efficiency (in terms of mileage/litre), depreciation (straight line over 10 years) and the driver’s salary (not taken into account if the taxi is self owned). Depreciation is ` 100 per day everyday of the first 10 years. This depreciation has to be added equally to the cost for every customer while calculating the profit for a particular trip. Similarly, the driver’s daily salary is also apportioned equally across the customers of the particular day. Assume, for simplicity, that there are 50 customers every day (unless otherwise mentioned). The cost of fuel is ` 15 per litre (unless otherwise stated). The customer has to pay 20% over the metre reading while settling his bill. Also assume that there is no fuel cost for waiting time (unless otherwise stated). Based on the above facts, answer the following: Directions for questions 5 to 10: Answer questions based on this additional information: Mr. Vikas Verma owns a fleet of 3 taxis, where he pays his driver ` 3000 per month. He also insists on keeping an attendant for ` 1500 per month in each of his taxis. Idling requires 50 ml of fuel for every minute of idling. For a moving taxi, the fuel consumption is given by 12 km/per litre. On a particular day, he received the following reports about the three taxis.",A, B, C, Both A & B (e) Cannot be determined,,C,Difficult
Q088,Arithmetic,Profit and Loss,Case Study,What percentage of the total revenue was generated by taxi B?,"The charges of a taxi journey are decided on the basis of the distance covered and the amount of the waiting time during a journey. Distance wise, for the first 2 kilometres (or any part thereof) of a journey, the metre reading is fixed at ` 10 (if there is no waiting). Also, if a taxi is boarded and it does not move, then the metre reading is again fixed at ` 10 for the first ten minutes of waiting. For every additional kilometre the metre reading changes by ` 5 (with changes in the metre reading being in multiples of ` 1 for every 200 metres travelled). For every additional minute of waiting, the metre reading changes by ` 1. (no account is taken of a fraction of a minute waited for or of a distance less than 200 metres travelled). The net metre reading is a function of the amount of time waited for and the distance travelled. The cost of running a taxi depends on the fuel efficiency (in terms of mileage/litre), depreciation (straight line over 10 years) and the driver’s salary (not taken into account if the taxi is self owned). Depreciation is ` 100 per day everyday of the first 10 years. This depreciation has to be added equally to the cost for every customer while calculating the profit for a particular trip. Similarly, the driver’s daily salary is also apportioned equally across the customers of the particular day. Assume, for simplicity, that there are 50 customers every day (unless otherwise mentioned). The cost of fuel is ` 15 per litre (unless otherwise stated). The customer has to pay 20% over the metre reading while settling his bill. Also assume that there is no fuel cost for waiting time (unless otherwise stated). Based on the above facts, answer the following: Directions for questions 5 to 10: Answer questions based on this additional information: Mr. Vikas Verma owns a fleet of 3 taxis, where he pays his driver ` 3000 per month. He also insists on keeping an attendant for ` 1500 per month in each of his taxis. Idling requires 50 ml of fuel for every minute of idling. For a moving taxi, the fuel consumption is given by 12 km/per litre. On a particular day, he received the following reports about the three taxis.",32.3,33.36,34.32,34.36,,B,Difficult
Q089,Arithmetic,Profit and Loss,Case Study,The highest profit was yielded by which taxi?,"The charges of a taxi journey are decided on the basis of the distance covered and the amount of the waiting time during a journey. Distance wise, for the first 2 kilometres (or any part thereof) of a journey, the metre reading is fixed at ` 10 (if there is no waiting). Also, if a taxi is boarded and it does not move, then the metre reading is again fixed at ` 10 for the first ten minutes of waiting. For every additional kilometre the metre reading changes by ` 5 (with changes in the metre reading being in multiples of ` 1 for every 200 metres travelled). For every additional minute of waiting, the metre reading changes by ` 1. (no account is taken of a fraction of a minute waited for or of a distance less than 200 metres travelled). The net metre reading is a function of the amount of time waited for and the distance travelled. The cost of running a taxi depends on the fuel efficiency (in terms of mileage/litre), depreciation (straight line over 10 years) and the driver’s salary (not taken into account if the taxi is self owned). Depreciation is ` 100 per day everyday of the first 10 years. This depreciation has to be added equally to the cost for every customer while calculating the profit for a particular trip. Similarly, the driver’s daily salary is also apportioned equally across the customers of the particular day. Assume, for simplicity, that there are 50 customers every day (unless otherwise mentioned). The cost of fuel is ` 15 per litre (unless otherwise stated). The customer has to pay 20% over the metre reading while settling his bill. Also assume that there is no fuel cost for waiting time (unless otherwise stated). Based on the above facts, answer the following: Directions for questions 5 to 10: Answer questions based on this additional information: Mr. Vikas Verma owns a fleet of 3 taxis, where he pays his driver ` 3000 per month. He also insists on keeping an attendant for ` 1500 per month in each of his taxis. Idling requires 50 ml of fuel for every minute of idling. For a moving taxi, the fuel consumption is given by 12 km/per litre. On a particular day, he received the following reports about the three taxis.",A, B, C, Both A & B,,C,Difficult
Q090,Arithmetic,Profit and Loss,Case Study,The taxi which had the highest percentage profit for the day was,"The charges of a taxi journey are decided on the basis of the distance covered and the amount of the waiting time during a journey. Distance wise, for the first 2 kilometres (or any part thereof) of a journey, the metre reading is fixed at ` 10 (if there is no waiting). Also, if a taxi is boarded and it does not move, then the metre reading is again fixed at ` 10 for the first ten minutes of waiting. For every additional kilometre the metre reading changes by ` 5 (with changes in the metre reading being in multiples of ` 1 for every 200 metres travelled). For every additional minute of waiting, the metre reading changes by ` 1. (no account is taken of a fraction of a minute waited for or of a distance less than 200 metres travelled). The net metre reading is a function of the amount of time waited for and the distance travelled. The cost of running a taxi depends on the fuel efficiency (in terms of mileage/litre), depreciation (straight line over 10 years) and the driver’s salary (not taken into account if the taxi is self owned). Depreciation is ` 100 per day everyday of the first 10 years. This depreciation has to be added equally to the cost for every customer while calculating the profit for a particular trip. Similarly, the driver’s daily salary is also apportioned equally across the customers of the particular day. Assume, for simplicity, that there are 50 customers every day (unless otherwise mentioned). The cost of fuel is ` 15 per litre (unless otherwise stated). The customer has to pay 20% over the metre reading while settling his bill. Also assume that there is no fuel cost for waiting time (unless otherwise stated). Based on the above facts, answer the following: Directions for questions 5 to 10: Answer questions based on this additional information: Mr. Vikas Verma owns a fleet of 3 taxis, where he pays his driver ` 3000 per month. He also insists on keeping an attendant for ` 1500 per month in each of his taxis. Idling requires 50 ml of fuel for every minute of idling. For a moving taxi, the fuel consumption is given by 12 km/per litre. On a particular day, he received the following reports about the three taxis.",A, B, C, B & C,,A,Difficult
Q091,Arithmetic,Profit and Loss,Case Study,The profit as a percentage of costs for the day was,"The charges of a taxi journey are decided on the basis of the distance covered and the amount of the waiting time during a journey. Distance wise, for the first 2 kilometres (or any part thereof) of a journey, the metre reading is fixed at ` 10 (if there is no waiting). Also, if a taxi is boarded and it does not move, then the metre reading is again fixed at ` 10 for the first ten minutes of waiting. For every additional kilometre the metre reading changes by ` 5 (with changes in the metre reading being in multiples of ` 1 for every 200 metres travelled). For every additional minute of waiting, the metre reading changes by ` 1. (no account is taken of a fraction of a minute waited for or of a distance less than 200 metres travelled). The net metre reading is a function of the amount of time waited for and the distance travelled. The cost of running a taxi depends on the fuel efficiency (in terms of mileage/litre), depreciation (straight line over 10 years) and the driver’s salary (not taken into account if the taxi is self owned). Depreciation is ` 100 per day everyday of the first 10 years. This depreciation has to be added equally to the cost for every customer while calculating the profit for a particular trip. Similarly, the driver’s daily salary is also apportioned equally across the customers of the particular day. Assume, for simplicity, that there are 50 customers every day (unless otherwise mentioned). The cost of fuel is ` 15 per litre (unless otherwise stated). The customer has to pay 20% over the metre reading while settling his bill. Also assume that there is no fuel cost for waiting time (unless otherwise stated). Based on the above facts, answer the following: Directions for questions 5 to 10: Answer questions based on this additional information: Mr. Vikas Verma owns a fleet of 3 taxis, where he pays his driver ` 3000 per month. He also insists on keeping an attendant for ` 1500 per month in each of his taxis. Idling requires 50 ml of fuel for every minute of idling. For a moving taxi, the fuel consumption is given by 12 km/per litre. On a particular day, he received the following reports about the three taxis.",179.46%,150.76%,163.28%,173.48%,,B,Difficult
Q092,Arithmetic,Interest,MCQ,"What is the difference between compound interest and simple interest for the sum of `20,000 over a 2 year period if the compound interest is calculated at 20% and simple interest is calculated at 23%?",,400,460,440,450,,A,Easy
Q093,Arithmetic,Interest,MCQ,Find the compound interest on `1000 at the rate of 20% per annum for 18 months when interest is compounded half-yearly.,,331,1331,320,325,,A,Easy
Q094,Arithmetic,Interest,MCQ,Find the principal if the interest compounded at the rate of 10% per annum for two years is `420.,,2000,2200,1000,1100,,A,Easy
Q095,Arithmetic,Interest,MCQ,Find the principal if compound interest is charged on the principal at the rate of 16 2/3 % per annum for two years and the sum becomes `196.,,140,154,150,144,,D,Easy
Q096,Arithmetic,Interest,MCQ,The SBI lent 1331 to the Tata group at a compound interest and got 1728 after three years. What is the rate of interest charged if the interest is compounded annually?,,11%,9.09%,12%,8.33%,,B,Easy
Q097,Arithmetic,Interest,MCQ,In what time will 3300 become 3399 at 6% per annum interest compounded half-yearly?,,6 months, 1 year, 1½ year, 3 months,,A,Easy
